concept:name,time:timestamp,case:concept:name
Отправка документов со стороны инженерного отдела,1970-04-26 20:53:46+00:00,7
Ручная проверка пожарного надзора,1970-04-26 20:53:47+00:00,7
Отправка документов со стороны архитектурного отдела,1970-04-26 20:53:48+00:00,7
Уведомление заявителя о не прохождении надзора,1970-04-26 20:53:49+00:00,7
Исправление замечаний по проекту,1970-04-26 20:53:50+00:00,7
Регистрация заявления,1970-04-26 20:53:51+00:00,7
Проверка инженером-экспертом,1970-04-26 20:53:52+00:00,7
Требуется ручная проверка,1970-04-26 20:53:53+00:00,7
Проверка инженером экспертом,1970-04-26 20:53:54+00:00,7
Проверка архитектором-экспертом,1970-04-26 20:53:55+00:00,7
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:53:56+00:00,7
Отправка документов со стороны инженерного отдела,1970-04-26 20:53:57+00:00,7
Требуется ручная проверка,1970-04-26 20:53:58+00:00,7
Ручная проверка архитектора-эксперта,1970-04-26 20:53:59+00:00,7
Запрос заключения пожарного эксперта,1970-04-26 20:54:00+00:00,7
Отправка документов со стороны архитектурного отдела,1970-04-26 20:54:01+00:00,7
Формирование пакета документов,1970-04-26 20:54:02+00:00,7
Рассмотрение руководителем,1970-04-26 20:54:03+00:00,7
Оформление и подписание разрешения,1970-04-26 20:54:04+00:00,7
Уведомить о готовности,1970-04-26 20:54:05+00:00,7
Получение разрешения заявителем,1970-04-26 20:54:06+00:00,7
Внесение в реестр,1970-04-26 20:54:07+00:00,7
Архивирование документов,1970-04-26 20:54:08+00:00,7
Первичная проверка документов,1970-04-26 20:54:09+00:00,8
Уведомить о доработке,1970-04-26 20:54:10+00:00,8
Доработка заявления,1970-04-26 20:54:11+00:00,8
Первичная проверка документов,1970-04-26 20:54:12+00:00,8
Уведомить о доработке,1970-04-26 20:54:13+00:00,8
Доработка заявления,1970-04-26 20:54:14+00:00,8
Первичная проверка документов,1970-04-26 20:54:15+00:00,8
Регистрация заявления,1970-04-26 20:54:16+00:00,8
Проверка архитектором-экспертом,1970-04-26 20:54:17+00:00,8
Отправить запрос на дополнительную экспертизу,1970-04-26 20:54:18+00:00,8
Проверка данных по материалу,1970-04-26 20:54:19+00:00,8
Проверка инженером-экспертом,1970-04-26 20:54:20+00:00,8
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:54:21+00:00,8
Запрос заключения пожарного эксперта,1970-04-26 20:54:22+00:00,8
Требуется ручная проверка,1970-04-26 20:54:23+00:00,8
Ручная проверка пожарного надзора,1970-04-26 20:54:24+00:00,8
Отправка документов со стороны архитектурного отдела,1970-04-26 20:54:25+00:00,8
Отправка запроса миграционной службе,1970-04-26 20:54:26+00:00,8
Медкомиссия,1970-04-26 20:54:27+00:00,8
Отправка документов со стороны инженерного отдела,1970-04-26 20:54:28+00:00,8
Уведомление заявителя о не прохождении надзора,1970-04-26 20:54:29+00:00,8
Исправление замечаний по проекту,1970-04-26 20:54:30+00:00,8
Регистрация заявления,1970-04-26 20:54:31+00:00,8
Проверка архитектором-экспертом,1970-04-26 20:54:32+00:00,8
Отправить запрос на дополнительную экспертизу,1970-04-26 20:54:33+00:00,8
Проверка инженером-экспертом,1970-04-26 20:54:34+00:00,8
Проверка данных по материалу,1970-04-26 20:54:35+00:00,8
Запрос заключения пожарного эксперта,1970-04-26 20:54:36+00:00,8
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:54:37+00:00,8
Отправка документов со стороны архитектурного отдела,1970-04-26 20:54:38+00:00,8
Отправка запроса миграционной службе,1970-04-26 20:54:39+00:00,8
Отправка документов со стороны инженерного отдела,1970-04-26 20:54:40+00:00,8
Уведомление заявителя о не прохождении надзора,1970-04-26 20:54:41+00:00,8
Исправление замечаний по проекту,1970-04-26 20:54:42+00:00,8
Регистрация заявления,1970-04-26 20:54:43+00:00,8
Проверка инженером-экспертом,1970-04-26 20:54:44+00:00,8
Проверка архитектором-экспертом,1970-04-26 20:54:45+00:00,8
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:54:46+00:00,8
Требуется ручная проверка,1970-04-26 20:54:47+00:00,8
Проверка санэпидем надзором,1970-04-26 20:54:48+00:00,8
Запрос заключения пожарного эксперта,1970-04-26 20:54:49+00:00,8
Отправка запроса миграционной службе,1970-04-26 20:54:50+00:00,8
Требуется ручная проверка,1970-04-26 20:54:51+00:00,8
Отправка документов со стороны инженерного отдела,1970-04-26 20:54:52+00:00,8
Ручная проверка пожарного надзора,1970-04-26 20:54:53+00:00,8
Отправка документов со стороны архитектурного отдела,1970-04-26 20:54:54+00:00,8
Формирование пакета документов,1970-04-26 20:54:55+00:00,8
Рассмотрение руководителем,1970-04-26 20:54:56+00:00,8
Отправить уведомление об отказе,1970-04-26 20:54:57+00:00,8
Первичная проверка документов,1970-04-26 20:54:58+00:00,9
Регистрация заявления,1970-04-26 20:54:59+00:00,9
Проверка архитектором-экспертом,1970-04-26 20:55:00+00:00,9
Проверка инженером-экспертом,1970-04-26 20:55:01+00:00,9
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:55:02+00:00,9
Отправка документов со стороны инженерного отдела,1970-04-26 20:55:03+00:00,9
Запрос заключения пожарного эксперта,1970-04-26 20:55:04+00:00,9
Отправка документов со стороны архитектурного отдела,1970-04-26 20:55:05+00:00,9
Формирование пакета документов,1970-04-26 20:55:06+00:00,9
Рассмотрение заместителем руководителя,1970-04-26 20:55:07+00:00,9
Отправить уведомление об отказе,1970-04-26 20:55:08+00:00,9
Первичная проверка документов,1970-04-26 20:55:09+00:00,10
Регистрация заявления,1970-04-26 20:55:10+00:00,10
Проверка архитектором-экспертом,1970-04-26 20:55:11+00:00,10
Отправить запрос на дополнительную экспертизу,1970-04-26 20:55:12+00:00,10
Проверка данных по материалу,1970-04-26 20:55:13+00:00,10
Запрос заключения пожарного эксперта,1970-04-26 20:55:14+00:00,10
Требуется ручная проверка,1970-04-26 20:55:15+00:00,10
Ручная проверка пожарного надзора,1970-04-26 20:55:16+00:00,10
Проверка инженером-экспертом,1970-04-26 20:55:17+00:00,10
Требуется ручная проверка,1970-04-26 20:55:18+00:00,10
Проверка инженером экспертом,1970-04-26 20:55:19+00:00,10
Отправка документов со стороны архитектурного отдела,1970-04-26 20:55:20+00:00,10
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:55:21+00:00,10
Требуется ручная проверка,1970-04-26 20:55:22+00:00,10
Проверка санэпидем надзором,1970-04-26 20:55:23+00:00,10
Отправка документов со стороны инженерного отдела,1970-04-26 20:55:24+00:00,10
Уведомление заявителя о не прохождении надзора,1970-04-26 20:55:25+00:00,10
Исправление замечаний по проекту,1970-04-26 20:55:26+00:00,10
Регистрация заявления,1970-04-26 20:55:27+00:00,10
Проверка инженером-экспертом,1970-04-26 20:55:28+00:00,10
Проверка архитектором-экспертом,1970-04-26 20:55:29+00:00,10
Запрос заключения пожарного эксперта,1970-04-26 20:55:30+00:00,10
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:55:31+00:00,10
Отправка запроса миграционной службе,1970-04-26 20:55:32+00:00,10
Отправка документов со стороны архитектурного отдела,1970-04-26 20:55:33+00:00,10
Отправка документов со стороны инженерного отдела,1970-04-26 20:55:34+00:00,10
Уведомление заявителя о не прохождении надзора,1970-04-26 20:55:35+00:00,10
Исправление замечаний по проекту,1970-04-26 20:55:36+00:00,10
Регистрация заявления,1970-04-26 20:55:37+00:00,10
Проверка инженером-экспертом,1970-04-26 20:55:38+00:00,10
Проверка архитектором-экспертом,1970-04-26 20:55:39+00:00,10
Отправить запрос на дополнительную экспертизу,1970-04-26 20:55:40+00:00,10
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:55:41+00:00,10
Проверка данных по материалу,1970-04-26 20:55:42+00:00,10
Отправка документов со стороны инженерного отдела,1970-04-26 20:55:43+00:00,10
Запрос заключения пожарного эксперта,1970-04-26 20:55:44+00:00,10
Отправка документов со стороны архитектурного отдела,1970-04-26 20:55:45+00:00,10
Формирование пакета документов,1970-04-26 20:55:46+00:00,10
Рассмотрение руководителем,1970-04-26 20:55:47+00:00,10
Оформление и подписание разрешения,1970-04-26 20:55:48+00:00,10
Уведомить о готовности,1970-04-26 20:55:49+00:00,10
Получение разрешения заявителем,1970-04-26 20:55:50+00:00,10
Внесение в реестр,1970-04-26 20:55:51+00:00,10
Архивирование документов,1970-04-26 20:55:52+00:00,10
Первичная проверка документов,1970-04-26 20:55:53+00:00,11
Регистрация заявления,1970-04-26 20:55:54+00:00,11
Проверка архитектором-экспертом,1970-04-26 20:55:55+00:00,11
Проверка инженером-экспертом,1970-04-26 20:55:56+00:00,11
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:55:57+00:00,11
Отправка документов со стороны инженерного отдела,1970-04-26 20:55:58+00:00,11
Запрос заключения пожарного эксперта,1970-04-26 20:55:59+00:00,11
Требуется ручная проверка,1970-04-26 20:56:00+00:00,11
Ручная проверка пожарного надзора,1970-04-26 20:56:01+00:00,11
Отправка документов со стороны архитектурного отдела,1970-04-26 20:56:02+00:00,11
Уведомление заявителя о не прохождении надзора,1970-04-26 20:56:03+00:00,11
Исправление замечаний по проекту,1970-04-26 20:56:04+00:00,11
Регистрация заявления,1970-04-26 20:56:05+00:00,11
Проверка архитектором-экспертом,1970-04-26 20:56:06+00:00,11
Отправить запрос на дополнительную экспертизу,1970-04-26 20:56:07+00:00,11
Проверка инженером-экспертом,1970-04-26 20:56:08+00:00,11
Требуется ручная проверка,1970-04-26 20:56:09+00:00,11
Проверка инженером экспертом,1970-04-26 20:56:10+00:00,11
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:56:11+00:00,11
Проверка данных по материалу,1970-04-26 20:56:12+00:00,11
Запрос заключения пожарного эксперта,1970-04-26 20:56:13+00:00,11
Отправка на медосмотр,1970-04-26 20:56:14+00:00,11
Отправка документов со стороны архитектурного отдела,1970-04-26 20:56:15+00:00,11
Медкомиссия,1970-04-26 20:56:16+00:00,11
Отправка документов со стороны инженерного отдела,1970-04-26 20:56:17+00:00,11
Формирование пакета документов,1970-04-26 20:56:18+00:00,11
Рассмотрение заместителем руководителя,1970-04-26 20:56:19+00:00,11
Оформление и подписание разрешения,1970-04-26 20:56:20+00:00,11
Уведомить о готовности,1970-04-26 20:56:21+00:00,11
Получение разрешения заявителем,1970-04-26 20:56:22+00:00,11
Внесение в реестр,1970-04-26 20:56:23+00:00,11
Архивирование документов,1970-04-26 20:56:24+00:00,11
Первичная проверка документов,1970-04-26 20:56:25+00:00,12
Уведомить о доработке,1970-04-26 20:56:26+00:00,12
Доработка заявления,1970-04-26 20:56:27+00:00,12
Первичная проверка документов,1970-04-26 20:56:28+00:00,12
Уведомить о доработке,1970-04-26 20:56:29+00:00,12
Доработка заявления,1970-04-26 20:56:30+00:00,12
Первичная проверка документов,1970-04-26 20:56:31+00:00,12
Регистрация заявления,1970-04-26 20:56:32+00:00,12
Проверка инженером-экспертом,1970-04-26 20:56:33+00:00,12
Требуется ручная проверка,1970-04-26 20:56:34+00:00,12
Проверка архитектором-экспертом,1970-04-26 20:56:35+00:00,12
Отправить запрос на дополнительную экспертизу,1970-04-26 20:56:36+00:00,12
Проверка данных по материалу,1970-04-26 20:56:37+00:00,12
Запрос заключения пожарного эксперта,1970-04-26 20:56:38+00:00,12
Проверка инженером экспертом,1970-04-26 20:56:39+00:00,12
Требуется ручная проверка,1970-04-26 20:56:40+00:00,12
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:56:41+00:00,12
Требуется ручная проверка,1970-04-26 20:56:42+00:00,12
Проверка санэпидем надзором,1970-04-26 20:56:43+00:00,12
Ручная проверка пожарного надзора,1970-04-26 20:56:44+00:00,12
Отправка документов со стороны архитектурного отдела,1970-04-26 20:56:45+00:00,12
Отправка документов со стороны инженерного отдела,1970-04-26 20:56:46+00:00,12
Уведомление заявителя о не прохождении надзора,1970-04-26 20:56:47+00:00,12
Исправление замечаний по проекту,1970-04-26 20:56:48+00:00,12
Регистрация заявления,1970-04-26 20:56:49+00:00,12
Проверка архитектором-экспертом,1970-04-26 20:56:50+00:00,12
Отправить запрос на дополнительную экспертизу,1970-04-26 20:56:51+00:00,12
Проверка инженером-экспертом,1970-04-26 20:56:52+00:00,12
Проверка данных по материалу,1970-04-26 20:56:53+00:00,12
Требуется ручная проверка,1970-04-26 20:56:54+00:00,12
Запрос заключения пожарного эксперта,1970-04-26 20:56:55+00:00,12
Требуется ручная проверка,1970-04-26 20:56:56+00:00,12
Проверка инженером экспертом,1970-04-26 20:56:57+00:00,12
Ручная проверка пожарного надзора,1970-04-26 20:56:58+00:00,12
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:56:59+00:00,12
Отправка документов со стороны архитектурного отдела,1970-04-26 20:57:00+00:00,12
Отправка документов со стороны инженерного отдела,1970-04-26 20:57:01+00:00,12
Формирование пакета документов,1970-04-26 20:57:02+00:00,12
Рассмотрение руководителем,1970-04-26 20:57:03+00:00,12
Оформление и подписание разрешения,1970-04-26 20:57:04+00:00,12
Уведомить о готовности,1970-04-26 20:57:05+00:00,12
Получение разрешения заявителем,1970-04-26 20:57:06+00:00,12
Внесение в реестр,1970-04-26 20:57:07+00:00,12
Архивирование документов,1970-04-26 20:57:08+00:00,12
Первичная проверка документов,1970-04-26 20:57:09+00:00,13
Уведомить о доработке,1970-04-26 20:57:10+00:00,13
Доработка заявления,1970-04-26 20:57:11+00:00,13
Первичная проверка документов,1970-04-26 20:57:12+00:00,13
Уведомить о доработке,1970-04-26 20:57:13+00:00,13
Доработка заявления,1970-04-26 20:57:14+00:00,13
Первичная проверка документов,1970-04-26 20:57:15+00:00,13
Уведомить о доработке,1970-04-26 20:57:16+00:00,13
Доработка заявления,1970-04-26 20:57:17+00:00,13
Первичная проверка документов,1970-04-26 20:57:18+00:00,13
Уведомить о доработке,1970-04-26 20:57:19+00:00,13
Доработка заявления,1970-04-26 20:57:20+00:00,13
Первичная проверка документов,1970-04-26 20:57:21+00:00,13
Уведомить о доработке,1970-04-26 20:57:22+00:00,13
Доработка заявления,1970-04-26 20:57:23+00:00,13
Первичная проверка документов,1970-04-26 20:57:24+00:00,13
Регистрация заявления,1970-04-26 20:57:25+00:00,13
Проверка архитектором-экспертом,1970-04-26 20:57:26+00:00,13
Отправить запрос на дополнительную экспертизу,1970-04-26 20:57:27+00:00,13
Проверка инженером-экспертом,1970-04-26 20:57:28+00:00,13
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:57:29+00:00,13
Отправка документов со стороны инженерного отдела,1970-04-26 20:57:30+00:00,13
Проверка данных по материалу,1970-04-26 20:57:31+00:00,13
Запрос заключения пожарного эксперта,1970-04-26 20:57:32+00:00,13
Требуется ручная проверка,1970-04-26 20:57:33+00:00,13
Ручная проверка пожарного надзора,1970-04-26 20:57:34+00:00,13
Отправка документов со стороны архитектурного отдела,1970-04-26 20:57:35+00:00,13
Уведомление заявителя о не прохождении надзора,1970-04-26 20:57:36+00:00,13
Исправление замечаний по проекту,1970-04-26 20:57:37+00:00,13
Регистрация заявления,1970-04-26 20:57:38+00:00,13
Проверка инженером-экспертом,1970-04-26 20:57:39+00:00,13
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:57:40+00:00,13
Проверка архитектором-экспертом,1970-04-26 20:57:41+00:00,13
Отправка документов со стороны инженерного отдела,1970-04-26 20:57:42+00:00,13
Запрос заключения пожарного эксперта,1970-04-26 20:57:43+00:00,13
Отправка документов со стороны архитектурного отдела,1970-04-26 20:57:44+00:00,13
Уведомление заявителя о не прохождении надзора,1970-04-26 20:57:45+00:00,13
Исправление замечаний по проекту,1970-04-26 20:57:46+00:00,13
Регистрация заявления,1970-04-26 20:57:47+00:00,13
Проверка инженером-экспертом,1970-04-26 20:57:48+00:00,13
Проверка архитектором-экспертом,1970-04-26 20:57:49+00:00,13
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:57:50+00:00,13
Требуется ручная проверка,1970-04-26 20:57:51+00:00,13
Проверка санэпидем надзором,1970-04-26 20:57:52+00:00,13
Отправка документов со стороны инженерного отдела,1970-04-26 20:57:53+00:00,13
Запрос заключения пожарного эксперта,1970-04-26 20:57:54+00:00,13
Требуется ручная проверка,1970-04-26 20:57:55+00:00,13
Ручная проверка пожарного надзора,1970-04-26 20:57:56+00:00,13
Отправка документов со стороны архитектурного отдела,1970-04-26 20:57:57+00:00,13
Уведомление заявителя о не прохождении надзора,1970-04-26 20:57:58+00:00,13
Исправление замечаний по проекту,1970-04-26 20:57:59+00:00,13
Регистрация заявления,1970-04-26 20:58:00+00:00,13
Проверка архитектором-экспертом,1970-04-26 20:58:01+00:00,13
Запрос заключения пожарного эксперта,1970-04-26 20:58:02+00:00,13
Отправка документов со стороны архитектурного отдела,1970-04-26 20:58:03+00:00,13
Проверка инженером-экспертом,1970-04-26 20:58:04+00:00,13
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:58:05+00:00,13
Отправка документов со стороны инженерного отдела,1970-04-26 20:58:06+00:00,13
Формирование пакета документов,1970-04-26 20:58:07+00:00,13
Рассмотрение руководителем,1970-04-26 20:58:08+00:00,13
Отправить уведомление об отказе,1970-04-26 20:58:09+00:00,13
Первичная проверка документов,1970-04-26 20:58:10+00:00,14
Регистрация заявления,1970-04-26 20:58:11+00:00,14
Проверка архитектором-экспертом,1970-04-26 20:58:12+00:00,14
Проверка инженером-экспертом,1970-04-26 20:58:13+00:00,14
Требуется ручная проверка,1970-04-26 20:58:14+00:00,14
Проверка инженером экспертом,1970-04-26 20:58:15+00:00,14
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:58:16+00:00,14
Запрос заключения пожарного эксперта,1970-04-26 20:58:17+00:00,14
Отправка документов со стороны архитектурного отдела,1970-04-26 20:58:18+00:00,14
Отправка на медосмотр,1970-04-26 20:58:19+00:00,14
Медкомиссия,1970-04-26 20:58:20+00:00,14
Отправка документов со стороны инженерного отдела,1970-04-26 20:58:21+00:00,14
Формирование пакета документов,1970-04-26 20:58:22+00:00,14
Рассмотрение заместителем руководителя,1970-04-26 20:58:23+00:00,14
Оформление и подписание разрешения,1970-04-26 20:58:24+00:00,14
Уведомить о готовности,1970-04-26 20:58:25+00:00,14
Получение разрешения заявителем,1970-04-26 20:58:26+00:00,14
Внесение в реестр,1970-04-26 20:58:27+00:00,14
Архивирование документов,1970-04-26 20:58:28+00:00,14
Первичная проверка документов,1970-04-26 20:58:29+00:00,15
Уведомить о доработке,1970-04-26 20:58:30+00:00,15
Доработка заявления,1970-04-26 20:58:31+00:00,15
Первичная проверка документов,1970-04-26 20:58:32+00:00,15
Уведомить о доработке,1970-04-26 20:58:33+00:00,15
Доработка заявления,1970-04-26 20:58:34+00:00,15
Первичная проверка документов,1970-04-26 20:58:35+00:00,15
Уведомить о доработке,1970-04-26 20:58:36+00:00,15
Доработка заявления,1970-04-26 20:58:37+00:00,15
Первичная проверка документов,1970-04-26 20:58:38+00:00,15
Регистрация заявления,1970-04-26 20:58:39+00:00,15
Проверка архитектором-экспертом,1970-04-26 20:58:40+00:00,15
Запрос заключения пожарного эксперта,1970-04-26 20:58:41+00:00,15
Проверка инженером-экспертом,1970-04-26 20:58:42+00:00,15
Отправка документов со стороны архитектурного отдела,1970-04-26 20:58:43+00:00,15
Требуется ручная проверка,1970-04-26 20:58:44+00:00,15
Проверка инженером экспертом,1970-04-26 20:58:45+00:00,15
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:58:46+00:00,15
Отправка документов со стороны инженерного отдела,1970-04-26 20:58:47+00:00,15
Формирование пакета документов,1970-04-26 20:58:48+00:00,15
Рассмотрение заместителем руководителя,1970-04-26 20:58:49+00:00,15
Отправить уведомление об отказе,1970-04-26 20:58:50+00:00,15
Первичная проверка документов,1970-04-26 20:58:51+00:00,16
Регистрация заявления,1970-04-26 20:58:52+00:00,16
Проверка инженером-экспертом,1970-04-26 20:58:53+00:00,16
Проверка архитектором-экспертом,1970-04-26 20:58:54+00:00,16
Требуется ручная проверка,1970-04-26 20:58:55+00:00,16
Ручная проверка архитектора-эксперта,1970-04-26 20:58:56+00:00,16
Запрос заключения пожарного эксперта,1970-04-26 20:58:57+00:00,16
Требуется ручная проверка,1970-04-26 20:58:58+00:00,16
Ручная проверка пожарного надзора,1970-04-26 20:58:59+00:00,16
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:59:00+00:00,16
Отправка документов со стороны архитектурного отдела,1970-04-26 20:59:01+00:00,16
Отправка документов со стороны инженерного отдела,1970-04-26 20:59:02+00:00,16
Формирование пакета документов,1970-04-26 20:59:03+00:00,16
Рассмотрение заместителем руководителя,1970-04-26 20:59:04+00:00,16
Отправить уведомление об отказе,1970-04-26 20:59:05+00:00,16
Первичная проверка документов,1970-04-26 20:59:06+00:00,17
Уведомить о доработке,1970-04-26 20:59:07+00:00,17
Доработка заявления,1970-04-26 20:59:08+00:00,17
Первичная проверка документов,1970-04-26 20:59:09+00:00,17
Уведомить о доработке,1970-04-26 20:59:10+00:00,17
Доработка заявления,1970-04-26 20:59:11+00:00,17
Первичная проверка документов,1970-04-26 20:59:12+00:00,17
Уведомить о доработке,1970-04-26 20:59:13+00:00,17
Доработка заявления,1970-04-26 20:59:14+00:00,17
Первичная проверка документов,1970-04-26 20:59:15+00:00,17
Регистрация заявления,1970-04-26 20:59:16+00:00,17
Проверка инженером-экспертом,1970-04-26 20:59:17+00:00,17
Требуется ручная проверка,1970-04-26 20:59:18+00:00,17
Проверка инженером экспертом,1970-04-26 20:59:19+00:00,17
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:59:20+00:00,17
Проверка архитектором-экспертом,1970-04-26 20:59:21+00:00,17
Отправить запрос на дополнительную экспертизу,1970-04-26 20:59:22+00:00,17
Отправка на медосмотр,1970-04-26 20:59:23+00:00,17
Проверка данных по материалу,1970-04-26 20:59:24+00:00,17
Медкомиссия,1970-04-26 20:59:25+00:00,17
Запрос заключения пожарного эксперта,1970-04-26 20:59:26+00:00,17
Отправка документов со стороны инженерного отдела,1970-04-26 20:59:27+00:00,17
Требуется ручная проверка,1970-04-26 20:59:28+00:00,17
Ручная проверка пожарного надзора,1970-04-26 20:59:29+00:00,17
Отправка документов со стороны архитектурного отдела,1970-04-26 20:59:30+00:00,17
Уведомление заявителя о не прохождении надзора,1970-04-26 20:59:31+00:00,17
Исправление замечаний по проекту,1970-04-26 20:59:32+00:00,17
Регистрация заявления,1970-04-26 20:59:33+00:00,17
Проверка инженером-экспертом,1970-04-26 20:59:34+00:00,17
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:59:35+00:00,17
Требуется ручная проверка,1970-04-26 20:59:36+00:00,17
Проверка архитектором-экспертом,1970-04-26 20:59:37+00:00,17
Проверка санэпидем надзором,1970-04-26 20:59:38+00:00,17
Требуется ручная проверка,1970-04-26 20:59:39+00:00,17
Ручная проверка архитектора-эксперта,1970-04-26 20:59:40+00:00,17
Запрос заключения пожарного эксперта,1970-04-26 20:59:41+00:00,17
Требуется ручная проверка,1970-04-26 20:59:42+00:00,17
Отправка документов со стороны инженерного отдела,1970-04-26 20:59:43+00:00,17
Ручная проверка пожарного надзора,1970-04-26 20:59:44+00:00,17
Отправка документов со стороны архитектурного отдела,1970-04-26 20:59:45+00:00,17
Формирование пакета документов,1970-04-26 20:59:46+00:00,17
Рассмотрение заместителем руководителя,1970-04-26 20:59:47+00:00,17
Отправить уведомление об отказе,1970-04-26 20:59:48+00:00,17
Первичная проверка документов,1970-04-26 20:59:49+00:00,18
Уведомить о доработке,1970-04-26 20:59:50+00:00,18
Доработка заявления,1970-04-26 20:59:51+00:00,18
Первичная проверка документов,1970-04-26 20:59:52+00:00,18
Регистрация заявления,1970-04-26 20:59:53+00:00,18
Проверка архитектором-экспертом,1970-04-26 20:59:54+00:00,18
Проверка инженером-экспертом,1970-04-26 20:59:55+00:00,18
Требуется ручная проверка,1970-04-26 20:59:56+00:00,18
Ручная проверка архитектора-эксперта,1970-04-26 20:59:57+00:00,18
Запрос заключения пожарного эксперта,1970-04-26 20:59:58+00:00,18
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:59:59+00:00,18
Требуется ручная проверка,1970-04-26 21:00:00+00:00,18
Ручная проверка пожарного надзора,1970-04-26 21:00:01+00:00,18
Отправка документов со стороны архитектурного отдела,1970-04-26 21:00:02+00:00,18
Отправка на медосмотр,1970-04-26 21:00:03+00:00,18
Медкомиссия,1970-04-26 21:00:04+00:00,18
Отправка документов со стороны инженерного отдела,1970-04-26 21:00:05+00:00,18
Формирование пакета документов,1970-04-26 21:00:06+00:00,18
Рассмотрение заместителем руководителя,1970-04-26 21:00:07+00:00,18
Отправить уведомление об отказе,1970-04-26 21:00:08+00:00,18
Первичная проверка документов,1970-04-26 21:00:09+00:00,19
Регистрация заявления,1970-04-26 21:00:10+00:00,19
Проверка архитектором-экспертом,1970-04-26 21:00:11+00:00,19
Требуется ручная проверка,1970-04-26 21:00:12+00:00,19
Ручная проверка архитектора-эксперта,1970-04-26 21:00:13+00:00,19
Проверка инженером-экспертом,1970-04-26 21:00:14+00:00,19
Запрос заключения пожарного эксперта,1970-04-26 21:00:15+00:00,19
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:00:16+00:00,19
Отправка запроса миграционной службе,1970-04-26 21:00:17+00:00,19
Отправка документов со стороны инженерного отдела,1970-04-26 21:00:18+00:00,19
Отправка документов со стороны архитектурного отдела,1970-04-26 21:00:19+00:00,19
Уведомление заявителя о не прохождении надзора,1970-04-26 21:00:20+00:00,19
Исправление замечаний по проекту,1970-04-26 21:00:21+00:00,19
Регистрация заявления,1970-04-26 21:00:22+00:00,19
Проверка архитектором-экспертом,1970-04-26 21:00:23+00:00,19
Проверка инженером-экспертом,1970-04-26 21:00:24+00:00,19
Требуется ручная проверка,1970-04-26 21:00:25+00:00,19
Требуется ручная проверка,1970-04-26 21:00:26+00:00,19
Проверка инженером экспертом,1970-04-26 21:00:27+00:00,19
Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:00:28+00:00,19
Ручная проверка архитектора-эксперта,1970-04-26 21:00:29+00:00,19
Запрос заключения пожарного эксперта,1970-04-26 21:00:30+00:00,19
Требуется ручная проверка,1970-04-26 21:00:31+00:00,19
Отправка запроса миграционной службе,1970-04-26 21:00:32+00:00,19
Ручная проверка пожарного надзора,1970-04-26 21:00:33+00:00,19
Отправка документов со стороны архитектурного отдела,1970-04-26 21:00:34+00:00,19
Отправка документов со стороны инженерного отдела,1970-04-26 21:00:35+00:00,19
Формирование пакета документов,1970-04-26 21:00:36+00:00,19
Рассмотрение руководителем,1970-04-26 21:00:37+00:00,19
Отправить уведомление об отказе,1970-04-26 21:00:38+00:00,19
Первичная проверка документов,1970-04-26 21:00:39+00:00,20
Уведомить о доработке,1970-04-26 21:00:40+00:00,20
Доработка заявления,1970-04-26 21:00:41+00:00,20
Первичная проверка документов,1970-04-26 21:00:42+00:00,20
Уведомить о доработке,1970-04-26 21:00:43+00:00,20
Доработка заявления,1970-04-26 21:00:44+00:00,20
Первичная проверка документов,1970-04-26 21:00:45+00:00,20
Уведомить о доработке,1970-04-26 21:00:46+00:00,20
Доработка заявления,1970-04-26 21:00:47+00:00,20
Первичная проверка документов,1970-04-26 21:00:48+00:00,20
Уведомить о доработке,1970-04-26 21:00:49+00:00,20
Доработка заявления,1970-04-26 21:00:50+00:00,20
Первичная проверка документов,1970-04-26 21:00:51+00:00,20
Уведомить о доработке,1970-04-26 21:00:52+00:00,20
Доработка заявления,1970-04-26 21:00:53+00:00,20
Первичная проверка документов,1970-04-26 21:00:54+00:00,20
Уведомить о доработке,1970-04-26 21:00:55+00:00,20
Доработка заявления,1970-04-26 21:00:56+00:00,20
