Unnamed: 0,activity,datetime,case_id,resource
392,Формирование пакета документов,1970-04-26 20:53:12+00:00,13,Система/Процесс
393,Рассмотрение руководителем,1970-04-26 20:53:13+00:00,13,Руководитель
394,Оформление и подписание разрешения,1970-04-26 20:53:14+00:00,13,Система/Процесс
395,Уведомить о готовности,1970-04-26 20:53:15+00:00,13,Система/Процесс
396,Получение разрешения заявителем,1970-04-26 20:53:16+00:00,13,Заявитель
397,Внесение в реестр,1970-04-26 20:53:17+00:00,13,Система/Процесс
398,Архивирование документов,1970-04-26 20:53:18+00:00,13,Система/Процесс
399,Первичная проверка документов,1970-04-26 20:53:19+00:00,14,Служащий
400,Уведомить о доработке,1970-04-26 20:53:20+00:00,14,Система/Процесс
401,Доработка заявления,1970-04-26 20:53:21+00:00,14,Система/Процесс
402,Первичная проверка документов,1970-04-26 20:53:22+00:00,14,Служащий
403,Уведомить о доработке,1970-04-26 20:53:23+00:00,14,Система/Процесс
404,Доработка заявления,1970-04-26 20:53:24+00:00,14,Система/Процесс
405,Первичная проверка документов,1970-04-26 20:53:25+00:00,14,Служащий
406,Регистрация заявления,1970-04-26 20:53:26+00:00,14,Система/Процесс
407,Проверка инженером-экспертом,1970-04-26 20:53:27+00:00,14,Инженер
408,Требуется ручная проверка,1970-04-26 20:53:28+00:00,14,Система/Процесс
409,Проверка архитектором-экспертом,1970-04-26 20:53:29+00:00,14,Архитектор
410,Запрос заключения пожарного эксперта,1970-04-26 20:53:30+00:00,14,Пожарный надзор
411,Требуется ручная проверка,1970-04-26 20:53:31+00:00,14,Система/Процесс
412,Проверка инженером экспертом,1970-04-26 20:53:32+00:00,14,Инженер
413,Ручная проверка пожарного надзора,1970-04-26 20:53:33+00:00,14,Пожарный надзор
414,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:53:34+00:00,14,Санэпидемнадзор
415,Отправка документов со стороны архитектурного отдела,1970-04-26 20:53:35+00:00,14,Система/Процесс
416,Требуется ручная проверка,1970-04-26 20:53:36+00:00,14,Система/Процесс
417,Проверка санэпидем надзором,1970-04-26 20:53:37+00:00,14,Санэпидемнадзор
418,Отправка документов со стороны инженерного отдела,1970-04-26 20:53:38+00:00,14,Система/Процесс
419,Уведомление заявителя о не прохождении надзора,1970-04-26 20:53:39+00:00,14,Система/Процесс
420,Исправление замечаний по проекту,1970-04-26 20:53:40+00:00,14,Заявитель
421,Регистрация заявления,1970-04-26 20:53:41+00:00,14,Система/Процесс
422,Проверка архитектором-экспертом,1970-04-26 20:53:42+00:00,14,Архитектор
423,Отправить запрос на дополнительную экспертизу,1970-04-26 20:53:43+00:00,14,Система/Процесс
424,Проверка данных по материалу,1970-04-26 20:53:44+00:00,14,Система/Процесс
425,Проверка инженером-экспертом,1970-04-26 20:53:45+00:00,14,Инженер
426,Запрос заключения пожарного эксперта,1970-04-26 20:53:46+00:00,14,Пожарный надзор
427,Требуется ручная проверка,1970-04-26 20:53:47+00:00,14,Система/Процесс
428,Ручная проверка пожарного надзора,1970-04-26 20:53:48+00:00,14,Пожарный надзор
429,Требуется ручная проверка,1970-04-26 20:53:49+00:00,14,Система/Процесс
430,Проверка инженером экспертом,1970-04-26 20:53:50+00:00,14,Инженер
431,Отправка документов со стороны архитектурного отдела,1970-04-26 20:53:51+00:00,14,Система/Процесс
432,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:53:52+00:00,14,Санэпидемнадзор
433,Отправка на медосмотр,1970-04-26 20:53:53+00:00,14,Система/Процесс
434,Медкомиссия,1970-04-26 20:53:54+00:00,14,Санэпидемнадзор
435,Отправка документов со стороны инженерного отдела,1970-04-26 20:53:55+00:00,14,Система/Процесс
436,Формирование пакета документов,1970-04-26 20:53:56+00:00,14,Система/Процесс
437,Рассмотрение заместителем руководителя,1970-04-26 20:53:57+00:00,14,Служащий
438,Отправить уведомление об отказе,1970-04-26 20:53:58+00:00,14,Система/Процесс
439,Первичная проверка документов,1970-04-26 20:53:59+00:00,15,Служащий
440,Регистрация заявления,1970-04-26 20:54:00+00:00,15,Система/Процесс
441,Проверка архитектором-экспертом,1970-04-26 20:54:01+00:00,15,Архитектор
442,Отправить запрос на дополнительную экспертизу,1970-04-26 20:54:02+00:00,15,Система/Процесс
443,Проверка инженером-экспертом,1970-04-26 20:54:03+00:00,15,Инженер
444,Требуется ручная проверка,1970-04-26 20:54:04+00:00,15,Система/Процесс
445,Проверка данных по материалу,1970-04-26 20:54:05+00:00,15,Система/Процесс
446,Проверка инженером экспертом,1970-04-26 20:54:06+00:00,15,Инженер
447,Запрос заключения пожарного эксперта,1970-04-26 20:54:07+00:00,15,Пожарный надзор
448,Отправка документов со стороны архитектурного отдела,1970-04-26 20:54:08+00:00,15,Система/Процесс
449,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:54:09+00:00,15,Санэпидемнадзор
450,Отправка на медосмотр,1970-04-26 20:54:10+00:00,15,Система/Процесс
451,Медкомиссия,1970-04-26 20:54:11+00:00,15,Санэпидемнадзор
452,Отправка документов со стороны инженерного отдела,1970-04-26 20:54:12+00:00,15,Система/Процесс
453,Уведомление заявителя о не прохождении надзора,1970-04-26 20:54:13+00:00,15,Система/Процесс
454,Исправление замечаний по проекту,1970-04-26 20:54:14+00:00,15,Заявитель
455,Регистрация заявления,1970-04-26 20:54:15+00:00,15,Система/Процесс
456,Проверка архитектором-экспертом,1970-04-26 20:54:16+00:00,15,Архитектор
457,Требуется ручная проверка,1970-04-26 20:54:17+00:00,15,Система/Процесс
458,Проверка инженером-экспертом,1970-04-26 20:54:18+00:00,15,Инженер
459,Ручная проверка архитектора-эксперта,1970-04-26 20:54:19+00:00,15,Архитектор
460,Запрос заключения пожарного эксперта,1970-04-26 20:54:20+00:00,15,Пожарный надзор
461,Отправка документов со стороны архитектурного отдела,1970-04-26 20:54:21+00:00,15,Система/Процесс
462,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:54:22+00:00,15,Санэпидемнадзор
463,Требуется ручная проверка,1970-04-26 20:54:23+00:00,15,Система/Процесс
464,Проверка санэпидем надзором,1970-04-26 20:54:24+00:00,15,Санэпидемнадзор
465,Отправка на медосмотр,1970-04-26 20:54:25+00:00,15,Система/Процесс
466,Медкомиссия,1970-04-26 20:54:26+00:00,15,Санэпидемнадзор
467,Отправка документов со стороны инженерного отдела,1970-04-26 20:54:27+00:00,15,Система/Процесс
468,Уведомление заявителя о не прохождении надзора,1970-04-26 20:54:28+00:00,15,Система/Процесс
469,Исправление замечаний по проекту,1970-04-26 20:54:29+00:00,15,Заявитель
470,Регистрация заявления,1970-04-26 20:54:30+00:00,15,Система/Процесс
471,Проверка инженером-экспертом,1970-04-26 20:54:31+00:00,15,Инженер
472,Проверка архитектором-экспертом,1970-04-26 20:54:32+00:00,15,Архитектор
473,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:54:33+00:00,15,Санэпидемнадзор
474,Требуется ручная проверка,1970-04-26 20:54:34+00:00,15,Система/Процесс
475,Ручная проверка архитектора-эксперта,1970-04-26 20:54:35+00:00,15,Архитектор
476,Запрос заключения пожарного эксперта,1970-04-26 20:54:36+00:00,15,Пожарный надзор
477,Отправка документов со стороны архитектурного отдела,1970-04-26 20:54:37+00:00,15,Система/Процесс
478,Отправка на медосмотр,1970-04-26 20:54:38+00:00,15,Система/Процесс
479,Медкомиссия,1970-04-26 20:54:39+00:00,15,Санэпидемнадзор
480,Отправка документов со стороны инженерного отдела,1970-04-26 20:54:40+00:00,15,Система/Процесс
481,Уведомление заявителя о не прохождении надзора,1970-04-26 20:54:41+00:00,15,Система/Процесс
482,Исправление замечаний по проекту,1970-04-26 20:54:42+00:00,15,Заявитель
483,Регистрация заявления,1970-04-26 20:54:43+00:00,15,Система/Процесс
484,Проверка инженером-экспертом,1970-04-26 20:54:44+00:00,15,Инженер
485,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:54:45+00:00,15,Санэпидемнадзор
486,Проверка архитектором-экспертом,1970-04-26 20:54:46+00:00,15,Архитектор
487,Требуется ручная проверка,1970-04-26 20:54:47+00:00,15,Система/Процесс
488,Ручная проверка архитектора-эксперта,1970-04-26 20:54:48+00:00,15,Архитектор
489,Отправка документов со стороны инженерного отдела,1970-04-26 20:54:49+00:00,15,Система/Процесс
490,Запрос заключения пожарного эксперта,1970-04-26 20:54:50+00:00,15,Пожарный надзор
491,Требуется ручная проверка,1970-04-26 20:54:51+00:00,15,Система/Процесс
492,Ручная проверка пожарного надзора,1970-04-26 20:54:52+00:00,15,Пожарный надзор
493,Отправка документов со стороны архитектурного отдела,1970-04-26 20:54:53+00:00,15,Система/Процесс
494,Формирование пакета документов,1970-04-26 20:54:54+00:00,15,Система/Процесс
495,Рассмотрение заместителем руководителя,1970-04-26 20:54:55+00:00,15,Служащий
496,Отправить уведомление об отказе,1970-04-26 20:54:56+00:00,15,Система/Процесс
497,Первичная проверка документов,1970-04-26 20:54:57+00:00,16,Служащий
498,Регистрация заявления,1970-04-26 20:54:58+00:00,16,Система/Процесс
499,Проверка инженером-экспертом,1970-04-26 20:54:59+00:00,16,Инженер
500,Требуется ручная проверка,1970-04-26 20:55:00+00:00,16,Система/Процесс
501,Проверка инженером экспертом,1970-04-26 20:55:01+00:00,16,Инженер
502,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:55:02+00:00,16,Санэпидемнадзор
503,Отправка запроса миграционной службе,1970-04-26 20:55:03+00:00,16,Система/Процесс
504,Проверка архитектором-экспертом,1970-04-26 20:55:04+00:00,16,Архитектор
505,Требуется ручная проверка,1970-04-26 20:55:05+00:00,16,Система/Процесс
506,Отправка документов со стороны инженерного отдела,1970-04-26 20:55:06+00:00,16,Система/Процесс
507,Ручная проверка архитектора-эксперта,1970-04-26 20:55:07+00:00,16,Архитектор
508,Запрос заключения пожарного эксперта,1970-04-26 20:55:08+00:00,16,Пожарный надзор
509,Отправка документов со стороны архитектурного отдела,1970-04-26 20:55:09+00:00,16,Система/Процесс
510,Формирование пакета документов,1970-04-26 20:55:10+00:00,16,Система/Процесс
511,Рассмотрение руководителем,1970-04-26 20:55:11+00:00,16,Руководитель
512,Оформление и подписание разрешения,1970-04-26 20:55:12+00:00,16,Система/Процесс
513,Уведомить о готовности,1970-04-26 20:55:13+00:00,16,Система/Процесс
514,Получение разрешения заявителем,1970-04-26 20:55:14+00:00,16,Заявитель
515,Внесение в реестр,1970-04-26 20:55:15+00:00,16,Система/Процесс
516,Архивирование документов,1970-04-26 20:55:16+00:00,16,Система/Процесс
517,Первичная проверка документов,1970-04-26 20:55:17+00:00,17,Служащий
518,Регистрация заявления,1970-04-26 20:55:18+00:00,17,Система/Процесс
519,Проверка архитектором-экспертом,1970-04-26 20:55:19+00:00,17,Архитектор
520,Проверка инженером-экспертом,1970-04-26 20:55:20+00:00,17,Инженер
521,Требуется ручная проверка,1970-04-26 20:55:21+00:00,17,Система/Процесс
522,Ручная проверка архитектора-эксперта,1970-04-26 20:55:22+00:00,17,Архитектор
523,Требуется ручная проверка,1970-04-26 20:55:23+00:00,17,Система/Процесс
524,Проверка инженером экспертом,1970-04-26 20:55:24+00:00,17,Инженер
525,Запрос заключения пожарного эксперта,1970-04-26 20:55:25+00:00,17,Пожарный надзор
526,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:55:26+00:00,17,Санэпидемнадзор
527,Отправка запроса миграционной службе,1970-04-26 20:55:27+00:00,17,Система/Процесс
528,Требуется ручная проверка,1970-04-26 20:55:28+00:00,17,Система/Процесс
529,Ручная проверка пожарного надзора,1970-04-26 20:55:29+00:00,17,Пожарный надзор
530,Отправка документов со стороны архитектурного отдела,1970-04-26 20:55:30+00:00,17,Система/Процесс
531,Медкомиссия,1970-04-26 20:55:31+00:00,17,Санэпидемнадзор
532,Отправка документов со стороны инженерного отдела,1970-04-26 20:55:32+00:00,17,Система/Процесс
533,Формирование пакета документов,1970-04-26 20:55:33+00:00,17,Система/Процесс
534,Рассмотрение заместителем руководителя,1970-04-26 20:55:34+00:00,17,Служащий
535,Оформление и подписание разрешения,1970-04-26 20:55:35+00:00,17,Система/Процесс
536,Уведомить о готовности,1970-04-26 20:55:36+00:00,17,Система/Процесс
537,Получение разрешения заявителем,1970-04-26 20:55:37+00:00,17,Заявитель
538,Внесение в реестр,1970-04-26 20:55:38+00:00,17,Система/Процесс
539,Архивирование документов,1970-04-26 20:55:39+00:00,17,Система/Процесс
540,Первичная проверка документов,1970-04-26 20:55:40+00:00,18,Служащий
541,Уведомить о доработке,1970-04-26 20:55:41+00:00,18,Система/Процесс
542,Доработка заявления,1970-04-26 20:55:42+00:00,18,Система/Процесс
543,Первичная проверка документов,1970-04-26 20:55:43+00:00,18,Служащий
544,Регистрация заявления,1970-04-26 20:55:44+00:00,18,Система/Процесс
545,Проверка инженером-экспертом,1970-04-26 20:55:45+00:00,18,Инженер
546,Требуется ручная проверка,1970-04-26 20:55:46+00:00,18,Система/Процесс
547,Проверка инженером экспертом,1970-04-26 20:55:47+00:00,18,Инженер
548,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:55:48+00:00,18,Санэпидемнадзор
549,Отправка на медосмотр,1970-04-26 20:55:49+00:00,18,Система/Процесс
550,Медкомиссия,1970-04-26 20:55:50+00:00,18,Санэпидемнадзор
551,Отправка документов со стороны инженерного отдела,1970-04-26 20:55:51+00:00,18,Система/Процесс
552,Проверка архитектором-экспертом,1970-04-26 20:55:52+00:00,18,Архитектор
553,Отправить запрос на дополнительную экспертизу,1970-04-26 20:55:53+00:00,18,Система/Процесс
554,Проверка данных по материалу,1970-04-26 20:55:54+00:00,18,Система/Процесс
555,Запрос заключения пожарного эксперта,1970-04-26 20:55:55+00:00,18,Пожарный надзор
556,Отправка документов со стороны архитектурного отдела,1970-04-26 20:55:56+00:00,18,Система/Процесс
557,Уведомление заявителя о не прохождении надзора,1970-04-26 20:55:57+00:00,18,Система/Процесс
558,Исправление замечаний по проекту,1970-04-26 20:55:58+00:00,18,Заявитель
559,Регистрация заявления,1970-04-26 20:55:59+00:00,18,Система/Процесс
560,Проверка инженером-экспертом,1970-04-26 20:56:00+00:00,18,Инженер
561,Проверка архитектором-экспертом,1970-04-26 20:56:01+00:00,18,Архитектор
562,Требуется ручная проверка,1970-04-26 20:56:02+00:00,18,Система/Процесс
563,Запрос заключения пожарного эксперта,1970-04-26 20:56:03+00:00,18,Пожарный надзор
564,Проверка инженером экспертом,1970-04-26 20:56:04+00:00,18,Инженер
565,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:56:05+00:00,18,Санэпидемнадзор
566,Отправка документов со стороны архитектурного отдела,1970-04-26 20:56:06+00:00,18,Система/Процесс
567,Отправка на медосмотр,1970-04-26 20:56:07+00:00,18,Система/Процесс
568,Медкомиссия,1970-04-26 20:56:08+00:00,18,Санэпидемнадзор
569,Отправка документов со стороны инженерного отдела,1970-04-26 20:56:09+00:00,18,Система/Процесс
570,Формирование пакета документов,1970-04-26 20:56:10+00:00,18,Система/Процесс
571,Рассмотрение руководителем,1970-04-26 20:56:11+00:00,18,Руководитель
572,Оформление и подписание разрешения,1970-04-26 20:56:12+00:00,18,Система/Процесс
573,Уведомить о готовности,1970-04-26 20:56:13+00:00,18,Система/Процесс
574,Получение разрешения заявителем,1970-04-26 20:56:14+00:00,18,Заявитель
575,Внесение в реестр,1970-04-26 20:56:15+00:00,18,Система/Процесс
576,Архивирование документов,1970-04-26 20:56:16+00:00,18,Система/Процесс
577,Первичная проверка документов,1970-04-26 20:56:17+00:00,19,Служащий
578,Уведомить о доработке,1970-04-26 20:56:18+00:00,19,Система/Процесс
579,Доработка заявления,1970-04-26 20:56:19+00:00,19,Система/Процесс
580,Первичная проверка документов,1970-04-26 20:56:20+00:00,19,Служащий
581,Регистрация заявления,1970-04-26 20:56:21+00:00,19,Система/Процесс
582,Проверка инженером-экспертом,1970-04-26 20:56:22+00:00,19,Инженер
583,Проверка архитектором-экспертом,1970-04-26 20:56:23+00:00,19,Архитектор
584,Требуется ручная проверка,1970-04-26 20:56:24+00:00,19,Система/Процесс
585,Проверка инженером экспертом,1970-04-26 20:56:25+00:00,19,Инженер
586,Запрос заключения пожарного эксперта,1970-04-26 20:56:26+00:00,19,Пожарный надзор
587,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:56:27+00:00,19,Санэпидемнадзор
588,Требуется ручная проверка,1970-04-26 20:56:28+00:00,19,Система/Процесс
589,Проверка санэпидем надзором,1970-04-26 20:56:29+00:00,19,Санэпидемнадзор
590,Отправка документов со стороны архитектурного отдела,1970-04-26 20:56:30+00:00,19,Система/Процесс
591,Отправка запроса миграционной службе,1970-04-26 20:56:31+00:00,19,Система/Процесс
592,Медкомиссия,1970-04-26 20:56:32+00:00,19,Санэпидемнадзор
593,Отправка документов со стороны инженерного отдела,1970-04-26 20:56:33+00:00,19,Система/Процесс
594,Формирование пакета документов,1970-04-26 20:56:34+00:00,19,Система/Процесс
595,Рассмотрение руководителем,1970-04-26 20:56:35+00:00,19,Руководитель
596,Отправить уведомление об отказе,1970-04-26 20:56:36+00:00,19,Система/Процесс
597,Первичная проверка документов,1970-04-26 20:56:37+00:00,20,Служащий
598,Уведомить о доработке,1970-04-26 20:56:38+00:00,20,Система/Процесс
599,Доработка заявления,1970-04-26 20:56:39+00:00,20,Система/Процесс
600,Первичная проверка документов,1970-04-26 20:56:40+00:00,20,Служащий
601,Уведомить о доработке,1970-04-26 20:56:41+00:00,20,Система/Процесс
602,Доработка заявления,1970-04-26 20:56:42+00:00,20,Система/Процесс
603,Первичная проверка документов,1970-04-26 20:56:43+00:00,20,Служащий
604,Регистрация заявления,1970-04-26 20:56:44+00:00,20,Система/Процесс
605,Проверка архитектором-экспертом,1970-04-26 20:56:45+00:00,20,Архитектор
606,Проверка инженером-экспертом,1970-04-26 20:56:46+00:00,20,Инженер
607,Требуется ручная проверка,1970-04-26 20:56:47+00:00,20,Система/Процесс
608,Отправить запрос на дополнительную экспертизу,1970-04-26 20:56:48+00:00,20,Система/Процесс
609,Проверка инженером экспертом,1970-04-26 20:56:49+00:00,20,Инженер
610,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:56:50+00:00,20,Санэпидемнадзор
611,Проверка данных по материалу,1970-04-26 20:56:51+00:00,20,Система/Процесс
612,Запрос заключения пожарного эксперта,1970-04-26 20:56:52+00:00,20,Пожарный надзор
613,Отправка документов со стороны инженерного отдела,1970-04-26 20:56:53+00:00,20,Система/Процесс
614,Отправка документов со стороны архитектурного отдела,1970-04-26 20:56:54+00:00,20,Система/Процесс
615,Уведомление заявителя о не прохождении надзора,1970-04-26 20:56:55+00:00,20,Система/Процесс
616,Исправление замечаний по проекту,1970-04-26 20:56:56+00:00,20,Заявитель
617,Регистрация заявления,1970-04-26 20:56:57+00:00,20,Система/Процесс
618,Проверка инженером-экспертом,1970-04-26 20:56:58+00:00,20,Инженер
619,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:56:59+00:00,20,Санэпидемнадзор
620,Проверка архитектором-экспертом,1970-04-26 20:57:00+00:00,20,Архитектор
621,Отправка на медосмотр,1970-04-26 20:57:01+00:00,20,Система/Процесс
622,Отправить запрос на дополнительную экспертизу,1970-04-26 20:57:02+00:00,20,Система/Процесс
623,Проверка данных по материалу,1970-04-26 20:57:03+00:00,20,Система/Процесс
624,Запрос заключения пожарного эксперта,1970-04-26 20:57:04+00:00,20,Пожарный надзор
625,Медкомиссия,1970-04-26 20:57:05+00:00,20,Санэпидемнадзор
626,Отправка документов со стороны инженерного отдела,1970-04-26 20:57:06+00:00,20,Система/Процесс
627,Отправка документов со стороны архитектурного отдела,1970-04-26 20:57:07+00:00,20,Система/Процесс
628,Уведомление заявителя о не прохождении надзора,1970-04-26 20:57:08+00:00,20,Система/Процесс
629,Исправление замечаний по проекту,1970-04-26 20:57:09+00:00,20,Заявитель
630,Регистрация заявления,1970-04-26 20:57:10+00:00,20,Система/Процесс
631,Проверка инженером-экспертом,1970-04-26 20:57:11+00:00,20,Инженер
632,Проверка архитектором-экспертом,1970-04-26 20:57:12+00:00,20,Архитектор
633,Запрос заключения пожарного эксперта,1970-04-26 20:57:13+00:00,20,Пожарный надзор
634,Требуется ручная проверка,1970-04-26 20:57:14+00:00,20,Система/Процесс
635,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:57:15+00:00,20,Санэпидемнадзор
636,Требуется ручная проверка,1970-04-26 20:57:16+00:00,20,Система/Процесс
637,Ручная проверка пожарного надзора,1970-04-26 20:57:17+00:00,20,Пожарный надзор
638,Проверка санэпидем надзором,1970-04-26 20:57:18+00:00,20,Санэпидемнадзор
639,Отправка документов со стороны архитектурного отдела,1970-04-26 20:57:19+00:00,20,Система/Процесс
640,Отправка запроса миграционной службе,1970-04-26 20:57:20+00:00,20,Система/Процесс
641,Медкомиссия,1970-04-26 20:57:21+00:00,20,Санэпидемнадзор
642,Отправка документов со стороны инженерного отдела,1970-04-26 20:57:22+00:00,20,Система/Процесс
643,Формирование пакета документов,1970-04-26 20:57:23+00:00,20,Система/Процесс
644,Рассмотрение руководителем,1970-04-26 20:57:24+00:00,20,Руководитель
645,Оформление и подписание разрешения,1970-04-26 20:57:25+00:00,20,Система/Процесс
646,Уведомить о готовности,1970-04-26 20:57:26+00:00,20,Система/Процесс
647,Получение разрешения заявителем,1970-04-26 20:57:27+00:00,20,Заявитель
648,Внесение в реестр,1970-04-26 20:57:28+00:00,20,Система/Процесс
649,Архивирование документов,1970-04-26 20:57:29+00:00,20,Система/Процесс
650,Первичная проверка документов,1970-04-26 20:57:30+00:00,21,Служащий
651,Уведомить о доработке,1970-04-26 20:57:31+00:00,21,Система/Процесс
652,Доработка заявления,1970-04-26 20:57:32+00:00,21,Система/Процесс
653,Первичная проверка документов,1970-04-26 20:57:33+00:00,21,Служащий
654,Уведомить о доработке,1970-04-26 20:57:34+00:00,21,Система/Процесс
655,Доработка заявления,1970-04-26 20:57:35+00:00,21,Система/Процесс
656,Первичная проверка документов,1970-04-26 20:57:36+00:00,21,Служащий
657,Регистрация заявления,1970-04-26 20:57:37+00:00,21,Система/Процесс
658,Проверка архитектором-экспертом,1970-04-26 20:57:38+00:00,21,Архитектор
659,Требуется ручная проверка,1970-04-26 20:57:39+00:00,21,Система/Процесс
660,Ручная проверка архитектора-эксперта,1970-04-26 20:57:40+00:00,21,Архитектор
661,Проверка инженером-экспертом,1970-04-26 20:57:41+00:00,21,Инженер
662,Запрос заключения пожарного эксперта,1970-04-26 20:57:42+00:00,21,Пожарный надзор
663,Требуется ручная проверка,1970-04-26 20:57:43+00:00,21,Система/Процесс
664,Отправка документов со стороны архитектурного отдела,1970-04-26 20:57:44+00:00,21,Система/Процесс
665,Проверка инженером экспертом,1970-04-26 20:57:45+00:00,21,Инженер
666,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:57:46+00:00,21,Санэпидемнадзор
667,Отправка на медосмотр,1970-04-26 20:57:47+00:00,21,Система/Процесс
668,Медкомиссия,1970-04-26 20:57:48+00:00,21,Санэпидемнадзор
669,Отправка документов со стороны инженерного отдела,1970-04-26 20:57:49+00:00,21,Система/Процесс
670,Формирование пакета документов,1970-04-26 20:57:50+00:00,21,Система/Процесс
671,Рассмотрение заместителем руководителя,1970-04-26 20:57:51+00:00,21,Служащий
672,Оформление и подписание разрешения,1970-04-26 20:57:52+00:00,21,Система/Процесс
673,Уведомить о готовности,1970-04-26 20:57:53+00:00,21,Система/Процесс
674,Получение разрешения заявителем,1970-04-26 20:57:54+00:00,21,Заявитель
675,Внесение в реестр,1970-04-26 20:57:55+00:00,21,Система/Процесс
676,Архивирование документов,1970-04-26 20:57:56+00:00,21,Система/Процесс
677,Первичная проверка документов,1970-04-26 20:57:57+00:00,22,Служащий
678,Уведомить о доработке,1970-04-26 20:57:58+00:00,22,Система/Процесс
679,Доработка заявления,1970-04-26 20:57:59+00:00,22,Система/Процесс
680,Первичная проверка документов,1970-04-26 20:58:00+00:00,22,Служащий
681,Регистрация заявления,1970-04-26 20:58:01+00:00,22,Система/Процесс
682,Проверка инженером-экспертом,1970-04-26 20:58:02+00:00,22,Инженер
683,Требуется ручная проверка,1970-04-26 20:58:03+00:00,22,Система/Процесс
684,Проверка архитектором-экспертом,1970-04-26 20:58:04+00:00,22,Архитектор
685,Проверка инженером экспертом,1970-04-26 20:58:05+00:00,22,Инженер
686,Запрос заключения пожарного эксперта,1970-04-26 20:58:06+00:00,22,Пожарный надзор
687,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:58:07+00:00,22,Санэпидемнадзор
688,Требуется ручная проверка,1970-04-26 20:58:08+00:00,22,Система/Процесс
689,Проверка санэпидем надзором,1970-04-26 20:58:09+00:00,22,Санэпидемнадзор
690,Отправка на медосмотр,1970-04-26 20:58:10+00:00,22,Система/Процесс
691,Медкомиссия,1970-04-26 20:58:11+00:00,22,Санэпидемнадзор
692,Отправка документов со стороны архитектурного отдела,1970-04-26 20:58:12+00:00,22,Система/Процесс
693,Отправка документов со стороны инженерного отдела,1970-04-26 20:58:13+00:00,22,Система/Процесс
694,Формирование пакета документов,1970-04-26 20:58:14+00:00,22,Система/Процесс
695,Рассмотрение заместителем руководителя,1970-04-26 20:58:15+00:00,22,Служащий
696,Отправить уведомление об отказе,1970-04-26 20:58:16+00:00,22,Система/Процесс
697,Первичная проверка документов,1970-04-26 20:58:17+00:00,23,Служащий
698,Регистрация заявления,1970-04-26 20:58:18+00:00,23,Система/Процесс
699,Проверка инженером-экспертом,1970-04-26 20:58:19+00:00,23,Инженер
700,Проверка архитектором-экспертом,1970-04-26 20:58:20+00:00,23,Архитектор
701,Отправить запрос на дополнительную экспертизу,1970-04-26 20:58:21+00:00,23,Система/Процесс
702,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:58:22+00:00,23,Санэпидемнадзор
703,Требуется ручная проверка,1970-04-26 20:58:23+00:00,23,Система/Процесс
704,Проверка санэпидем надзором,1970-04-26 20:58:24+00:00,23,Санэпидемнадзор
705,Проверка данных по материалу,1970-04-26 20:58:25+00:00,23,Система/Процесс
706,Отправка запроса миграционной службе,1970-04-26 20:58:26+00:00,23,Система/Процесс
707,Медкомиссия,1970-04-26 20:58:27+00:00,23,Санэпидемнадзор
708,Отправка документов со стороны инженерного отдела,1970-04-26 20:58:28+00:00,23,Система/Процесс
709,Запрос заключения пожарного эксперта,1970-04-26 20:58:29+00:00,23,Пожарный надзор
710,Отправка документов со стороны архитектурного отдела,1970-04-26 20:58:30+00:00,23,Система/Процесс
711,Формирование пакета документов,1970-04-26 20:58:31+00:00,23,Система/Процесс
712,Рассмотрение руководителем,1970-04-26 20:58:32+00:00,23,Руководитель
713,Оформление и подписание разрешения,1970-04-26 20:58:33+00:00,23,Система/Процесс
714,Уведомить о готовности,1970-04-26 20:58:34+00:00,23,Система/Процесс
715,Получение разрешения заявителем,1970-04-26 20:58:35+00:00,23,Заявитель
716,Внесение в реестр,1970-04-26 20:58:36+00:00,23,Система/Процесс
717,Архивирование документов,1970-04-26 20:58:37+00:00,23,Система/Процесс
718,Первичная проверка документов,1970-04-26 20:58:38+00:00,24,Служащий
719,Уведомить о доработке,1970-04-26 20:58:39+00:00,24,Система/Процесс
720,Доработка заявления,1970-04-26 20:58:40+00:00,24,Система/Процесс
721,Первичная проверка документов,1970-04-26 20:58:41+00:00,24,Служащий
722,Уведомить о доработке,1970-04-26 20:58:42+00:00,24,Система/Процесс
723,Доработка заявления,1970-04-26 20:58:43+00:00,24,Система/Процесс
724,Первичная проверка документов,1970-04-26 20:58:44+00:00,24,Служащий
725,Регистрация заявления,1970-04-26 20:58:45+00:00,24,Система/Процесс
726,Проверка инженером-экспертом,1970-04-26 20:58:46+00:00,24,Инженер
